transcript_id,interview_id,turn_number,speaker,text,timestamp_seconds,language,created_at
563,P25,1,Interviewer,ปกติใช้ยี่ห้อน้ำยาล้างจานอะไรคะในแล็บหรือที่บ้าน?,,th,2025-12-12T19:32:45.666260
564,P25,2,Respondent,ในแล็บจะใช้แบบ industrial เลยครับ แต่ถ้าในชีวิตประจำวันก็ใช้ Sunlight ครับ เพราะหาซื้อง่าย และมั่นใจเรื่องความสะอาด,,th,2025-12-12T19:32:45.666260
565,P25,3,Interviewer,เคยลอง LiponF ไหมคะ?,,th,2025-12-12T19:32:53.878060
566,P25,4,Respondent,เคยครับ ที่บ้านเคยใช้ ล้างมันดีมาก แต่ผมรู้สึกว่ามันแรงไปนิด โดยเฉพาะเวลาล้างขวดแก้วเล็ก ๆ หรือกล่องอาหารส่วนตัว กลัวจะมีสารตกค้าง,,th,2025-12-12T19:32:53.878060
567,P25,5,Interviewer,เวลาล้างในแล็บ ต้องละเอียดกว่าล้างจานไหมคะ?,,th,2025-12-12T19:33:05.088206
568,P25,6,Respondent,มากครับ ต้องแน่ใจว่าไม่มีฟองหรือกลิ่นเหลือเลย เพราะสารตกค้างนิดเดียวอาจส่งผลต่อการทดลอง ถ้าน้ำยาล้างจานล้างออกยาก จะไม่ใช้เลย,,th,2025-12-12T19:33:05.088206
569,P25,7,Interviewer,แล้วในบ้านล่ะครับ ล้างจานแบบไหน?,,th,2025-12-12T19:33:12.725947
570,P25,8,Respondent,ผมใช้สูตรธรรมชาติของ Sunlight เพราะกลิ่นอ่อน ล้างง่าย แล้วไม่รู้สึกว่ามีสารเคมีติดอยู่ พอแห้งแล้วไม่มีกลิ่น เหมือนสะอาดจริง ๆ,,th,2025-12-12T19:33:12.725947
571,P25,9,Interviewer,พี่ให้ความสำคัญกับเรื่องกลิ่นไหมครับ?,,th,2025-12-12T19:33:24.559578
572,P25,10,Respondent,"ให้ความสำคัญนะครับ แต่ไม่ใช่เพราะอยากให้หอม แต่อยากให้รู้สึก ""clean"" ไม่ใช่กลิ่นเคมีพ่นกลบ กลิ่น citrus เบา ๆ นี่โอเคมาก",,th,2025-12-12T19:33:24.559578
573,P25,11,Interviewer,ถ้ามีแบรนด์ใหม่ที่เคลมว่า “Zero Chemical Residue – Food & Lab Safe” จะลองไหมครับ?,,th,2025-12-12T19:33:35.265237
574,P25,12,Respondent,สนใจแน่นอนครับ โดยเฉพาะถ้ามีการทดสอบว่าไม่มีสารตกค้างจริง ๆ จะซื้อเลย เพราะทุกวันนี้ยังไม่เห็นแบรนด์ไหนสื่อสารเรื่องนี้ชัด,,th,2025-12-12T19:33:35.265237
575,P25,13,Interviewer,แล้วมองว่า Sunlight กับ LiponF ต่างกันยังไงคะ?,,th,2025-12-12T19:33:39.431701
576,P25,14,Respondent,LiponF คือ efficiency ล้างมันดีมาก เหมาะกับครัวมืออาชีพ Sunlight คือ everyday clean สำหรับคนทั่วไป หรือคนที่ต้องการความ balance ระหว่างสะอาดกับปลอดภัย,,th,2025-12-12T19:33:39.431701
577,P25,15,Interviewer,ถ้ามีเพื่อนทำงานในสายวิทย์ถามว่า “ยี่ห้อไหนดีสุดสำหรับของที่ต้องสะอาดจริง ๆ” จะตอบว่าอะไรคะ?,,th,2025-12-12T19:33:47.189389
578,P25,16,Respondent,ถ้าล้างหม้อหรือคราบหนัก — LiponF แต่ถ้าเป็นของที่ต้องแน่ใจเรื่องความปลอดภัย — Sunlight สูตรธรรมชาติครับ,,th,2025-12-12T19:33:47.189389
